"id","nume_generate","prenume_generate","genuri","emails_generate","numere_telefon_generate","sucursale_generate","functii_generate","salariu_mediu_values"
1795,"DUMITRIU","Paula","F","Paula.DUMITRIU@gmail.com","0795491840","3","25",3302
1796,"NEAMTU","Angelica","F","Angelica.NEAMTU@yahoo.com","0778359352","2","71",4459
1797,"PETRESCU","Gruia","M","Gruia.PETRESCU@yahoo.com","0709232250","1","85",8564
1798,"ALDEA","Steliana","F","Steliana.ALDEA@yahoo.com","0794186106","6","61",4978
1799,"CRISAN","Speranța","F","Speranța.CRISAN@yahoo.com","0786850470","4","10",2754
1800,"GHEORGHITA","Mitrofan","M","Mitrofan.GHEORGHITA@yahoo.com","0781746200","1","67",6031
1801,"OLARU","Timotei","M","Timotei.OLARU@yahoo.com","0767924109","7","8",2129
1802,"MATEI","Sorin","M","Sorin.MATEI@yahoo.com","0735197359","1","22",3236
1803,"PIRVU","Mariana","F","Mariana.PIRVU@gmail.com","0736650030","7","74",3989
1804,"VOINEA","Gheorghe","M","Gheorghe.VOINEA@yahoo.com","0735471489","7","27",2238
1805,"PAUN","Bănel","M","Bănel.PAUN@yahoo.com","0744691308","5","32",2308
1806,"TATARU","Florin","M","Florin.TATARU@gmail.com","0713224151","1","58",4644
1807,"BALAN","Mona","F","Mona.BALAN@yahoo.com","0768632740","7","50",5263
1808,"NECHITA","Nichifor","M","Nichifor.NECHITA@gmail.com","0783771464","3","4",2079
1809,"LAZAR","Eufrosina","F","Eufrosina.LAZAR@gmail.com","0739078142","3","90",7930
1810,"CHIRITA","Eftimie","M","Eftimie.CHIRITA@gmail.com","0705297926","8","73",3810
1811,"BANICA","Marius","M","Marius.BANICA@gmail.com","0713974059","1","92",9861
1812,"GEORGESCU","Toma","M","Toma.GEORGESCU@yahoo.com","0740399171","6","4",2059
1813,"COSTIN","Dorina","F","Dorina.COSTIN@yahoo.com","0726952441","5","4",2081
1814,"ROSU","Fausta","F","Fausta.ROSU@yahoo.com","0721590156","5","83",6464
1815,"SZILAGYI","Sergiu","M","Sergiu.SZILAGYI@yahoo.com","0708796782","7","1",1977
1816,"MIHAI","Grațiela","F","Grațiela.MIHAI@gmail.com","0721164682","8","72",6324
1817,"POP","Nicușor","M","Nicușor.POP@yahoo.com","0793591182","7","35",3172
1818,"MANOLACHE","Zaraza","F","Zaraza.MANOLACHE@yahoo.com","0727408314","7","59",5591
1819,"BANICA","Laurenția","F","Laurenția.BANICA@gmail.com","0799215531","1","11",2434
1820,"ALDEA","Andrian","M","Andrian.ALDEA@yahoo.com","0728987148","1","87",6049
1821,"CHIRIAC","Raluca","F","Raluca.CHIRIAC@yahoo.com","0780482512","2","17",2978
1822,"DAN","Lioara","F","Lioara.DAN@yahoo.com","0776547833","7","19",2548
1823,"COJOCARU","Florentin","M","Florentin.COJOCARU@yahoo.com","0727490073","1","86",6364
1824,"CHIRILA","Valentin","M","Valentin.CHIRILA@yahoo.com","0799316800","4","28",2755
1825,"FILIP","Henrieta","F","Henrieta.FILIP@yahoo.com","0795481015","6","54",3370
1826,"MANEA","Adriana","F","Adriana.MANEA@gmail.com","0704321845","4","37",2721
1827,"BADEA","Zamfir","M","Zamfir.BADEA@yahoo.com","0798801217","5","36",2218
1828,"PAUN","Casiana","F","Casiana.PAUN@yahoo.com","0742314298","8","14",2390
1829,"CORNEA","Nechifor","M","Nechifor.CORNEA@yahoo.com","0786081406","2","30",1993
1830,"SERBAN","Alida","F","Alida.SERBAN@yahoo.com","0712095139","1","27",2217
1831,"OLARU","Octavian","M","Octavian.OLARU@yahoo.com","0723677025","6","11",2428
1832,"SABAU","Marin","M","Marin.SABAU@yahoo.com","0752170081","6","8",2132
1833,"DIACONU","Evdochia","F","Evdochia.DIACONU@gmail.com","0777090671","4","65",5897
1834,"BOGDAN","Ionela","F","Ionela.BOGDAN@yahoo.com","0745068266","6","81",7053
1835,"BUDA","Martina","F","Martina.BUDA@yahoo.com","0728272092","4","66",5512
1836,"ILIESCU","Stela","F","Stela.ILIESCU@yahoo.com","0716141629","1","58",4445
1837,"STAN","Petrică","M","Petrică.STAN@gmail.com","0790763382","1","34",1994
1838,"MORARU","Abel","M","Abel.MORARU@yahoo.com","0715983472","4","21",3125
1839,"PARASCHIV","Coralia","F","Coralia.PARASCHIV@yahoo.com","0751694128","5","36",2224
1840,"DANILA","Răducu","M","Răducu.DANILA@yahoo.com","0710605251","4","72",5615
1841,"TRIFAN","Camil","M","Camil.TRIFAN@yahoo.com","0764477308","6","84",7890
1842,"GROSU","Aurelia","F","Aurelia.GROSU@yahoo.com","0732207851","7","1",1993
1843,"DIACONESCU","Eustațiu","M","Eustațiu.DIACONESCU@yahoo.com","0708689241","6","20",2951
1844,"MOISE","Claudiu","M","Claudiu.MOISE@yahoo.com","0777602721","7","20",2996
1845,"GABOR","Aurelian","M","Aurelian.GABOR@yahoo.com","0718986664","6","17",2864
1846,"SZEKELY","Adi","M","Adi.SZEKELY@yahoo.com","0734829458","1","52",3756
1847,"DUMITRIU","Dan","M","Dan.DUMITRIU@yahoo.com","0749251346","2","64",5901
1848,"POP","Alexandra","F","Alexandra.POP@yahoo.com","0771263351","3","45",4869
1849,"BOBOC","Albert","M","Albert.BOBOC@yahoo.com","0702271483","6","85",7139
1850,"MUSAT","Cristea","M","Cristea.MUSAT@yahoo.com","0790533704","8","6",2171
1851,"VOINEA","Monalisa","F","Monalisa.VOINEA@yahoo.com","0737593040","1","60",4631
1852,"ION","Mitrofan","M","Mitrofan.ION@yahoo.com","0707841336","8","75",5030
1853,"ILIE","Amza","M","Amza.ILIE@yahoo.com","0726229369","2","37",2765
1854,"BUDA","Relu","M","Relu.BUDA@yahoo.com","0742287993","7","91",10703
1855,"SIMION","Marinel","M","Marinel.SIMION@yahoo.com","0787192057","4","6",2169
1856,"CRISTESCU","Paulina","F","Paulina.CRISTESCU@gmail.com","0701773652","4","58",4777
1857,"TURCU","Dorian","M","Dorian.TURCU@yahoo.com","0711113048","5","69",3650
1858,"ALEXE","Mihnea","M","Mihnea.ALEXE@gmail.com","0751850835","4","21",3230
1859,"MORAR","Andreea","F","Andreea.MORAR@yahoo.com","0793883075","8","40",6142
1860,"DINU","Emilian","M","Emilian.DINU@gmail.com","0701623831","7","54",3282
1861,"DUMITRU","Costache","M","Costache.DUMITRU@gmail.com","0778508649","5","55",4735
1862,"CAZACU","Vicențiu","M","Vicențiu.CAZACU@yahoo.com","0716564325","3","16",3039
1863,"VASILIU","Iris","F","Iris.VASILIU@gmail.com","0743675584","1","44",6915
1864,"SERBAN","Eustațiu","M","Eustațiu.SERBAN@gmail.com","0734481823","3","34",1993
1865,"IONITA","Anișoara","F","Anișoara.IONITA@gmail.com","0799672068","7","64",5825
1866,"ALEXANDRU","Ecaterina","F","Ecaterina.ALEXANDRU@yahoo.com","0766442252","3","70",3942
1867,"ICHIM","Eva","F","Eva.ICHIM@yahoo.com","0789214099","8","18",2455
1868,"DUTA","Dimitrie","M","Dimitrie.DUTA@gmail.com","0707133377","4","24",2642
1869,"BIRO","Codrin","M","Codrin.BIRO@yahoo.com","0711107471","7","15",2176
1870,"MILEA","Bebe","M","Bebe.MILEA@gmail.com","0733884388","7","60",4485
1871,"CAZACU","Petria","F","Petria.CAZACU@yahoo.com","0729237580","3","13",2613
1872,"VISAN","Cristobal","M","Cristobal.VISAN@yahoo.com","0742396971","5","31",1992
1873,"MARGINEAN","Anabela","F","Anabela.MARGINEAN@yahoo.com","0740587075","1","23",3498
1874,"UNGUREANU","Luca","M","Luca.UNGUREANU@yahoo.com","0705402513","1","16",2782
1875,"MANEA","Titus","M","Titus.MANEA@yahoo.com","0747505774","6","9",2344
1876,"MUSAT","Roberta","F","Roberta.MUSAT@yahoo.com","0735657372","1","78",5786
1877,"SARBU","Izaura","F","Izaura.SARBU@yahoo.com","0793845443","5","46",7303
1878,"ALDEA","Astrid","F","Astrid.ALDEA@yahoo.com","0785039956","6","49",5931
1879,"BOTA","Viorela","F","Viorela.BOTA@yahoo.com","0761178167","7","6",2174
1880,"STEFANESCU","Mona","F","Mona.STEFANESCU@gmail.com","0760247572","7","71",4417
1881,"CRETU","Octavia","F","Octavia.CRETU@yahoo.com","0758046047","1","79",4488
1882,"CRISTESCU","Marina","F","Marina.CRISTESCU@gmail.com","0773500905","6","44",5204
1883,"VASILIU","Maxim","M","Maxim.VASILIU@yahoo.com","0715262099","6","89",8527
1884,"MIU","Marcu","M","Marcu.MIU@yahoo.com","0775019062","4","6",2181
1885,"TAMAS","Iulian","M","Iulian.TAMAS@yahoo.com","0734949123","6","85",8270
1886,"FRATILA","Anamaria","F","Anamaria.FRATILA@yahoo.com","0730606998","8","64",5824
1887,"GHERMAN","Mitrofan","M","Mitrofan.GHERMAN@yahoo.com","0792122350","1","82",8034
1888,"BUCUR","Dimitrie","M","Dimitrie.BUCUR@yahoo.com","0724999554","1","32",2348
1889,"STOICA","Todor","M","Todor.STOICA@yahoo.com","0720025667","2","30",1993
1890,"ANTAL","Margareta","F","Margareta.ANTAL@yahoo.com","0716233202","2","38",2671
1891,"ROSU","Gina","F","Gina.ROSU@yahoo.com","0730302171","6","54",3381
1892,"NEDELCU","Romeo","M","Romeo.NEDELCU@yahoo.com","0737851493","6","70",4092
1893,"MANEA","Teodora","F","Teodora.MANEA@yahoo.com","0704209857","1","90",7930
1894,"BLAGA","Lucreția","F","Lucreția.BLAGA@yahoo.com","0769025704","6","63",5664
1895,"COSTACHE","Mădălin","M","Mădălin.COSTACHE@yahoo.com","0703552606","8","57",5184
1896,"CRETU","Valentin","M","Valentin.CRETU@yahoo.com","0740456167","6","27",2229
1897,"ALEXA","Olimpia","F","Olimpia.ALEXA@gmail.com","0728723130","3","39",3113
1898,"GAL","Alberta","F","Alberta.GAL@yahoo.com","0732955164","5","87",5871
1899,"MANOLACHE","Ionel","M","Ionel.MANOLACHE@gmail.com","0783675192","2","59",5447
1900,"MUNTEAN","Sodica","F","Sodica.MUNTEAN@yahoo.com","0775583354","2","35",3172
1901,"MATEESCU","Bianca","F","Bianca.MATEESCU@gmail.com","0773183241","8","83",6447
1902,"NECHITA","Ica","F","Ica.NECHITA@yahoo.com","0760434650","7","31",1988
1903,"MARGINEAN","Cristobal","M","Cristobal.MARGINEAN@yahoo.com","0745267334","8","82",7996
1904,"TAMAS","Ioniță","M","Ioniță.TAMAS@gmail.com","0787687776","4","95",9499
1905,"CORNEA","Nicoară","M","Nicoară.CORNEA@gmail.com","0795277985","1","88",6065
1906,"DIACONESCU","Ileana","F","Ileana.DIACONESCU@yahoo.com","0771094712","3","12",2711
1907,"NECHITA","Anda","F","Anda.NECHITA@yahoo.com","0755056872","4","88",6065
1908,"SABAU","Aida","F","Aida.SABAU@gmail.com","0706157780","2","70",4106
1909,"STANCIU","Corneliu","M","Corneliu.STANCIU@yahoo.com","0778060918","3","94",9331
1910,"CAZACU","Agripina","F","Agripina.CAZACU@gmail.com","0774433155","1","49",6258
1911,"MARTIN","Ludmila","F","Ludmila.MARTIN@yahoo.com","0754090509","5","64",5851
1912,"STAN","Bogdan","M","Bogdan.STAN@gmail.com","0720765801","3","43",5157
1913,"MANOLE","Norica","F","Norica.MANOLE@gmail.com","0726522351","8","55",5296
1914,"URSU","Consuela","F","Consuela.URSU@yahoo.com","0706886326","3","73",3743
1915,"ISPAS","Niculiță","M","Niculiță.ISPAS@yahoo.com","0702677478","4","70",3853
1916,"SIMIONESCU","Teofil","M","Teofil.SIMIONESCU@yahoo.com","0725308941","3","77",4836
1917,"BOTEZATU","Otilia","F","Otilia.BOTEZATU@yahoo.com","0711792575","2","77",4710
1918,"MAFTEI","Sanda","F","Sanda.MAFTEI@yahoo.com","0710041417","5","76",6556
1919,"SUCIU","Casandra","F","Casandra.SUCIU@yahoo.com","0757821964","2","17",2845
1920,"COMAN","Aurora","F","Aurora.COMAN@yahoo.com","0739770451","7","95",9527
1921,"OANCEA","Jenel","M","Jenel.OANCEA@yahoo.com","0785683607","8","15",2181
1922,"VERES","Angelica","F","Angelica.VERES@gmail.com","0719343299","2","63",5664
1923,"CONSTANTINESCU","Ladislau","M","Ladislau.CONSTANTINESCU@gmail.com","0769434995","2","36",2220
1924,"OLTEAN","Pamfil","M","Pamfil.OLTEAN@yahoo.com","0778600285","2","34",1998
1925,"DOGARU","Monica","F","Monica.DOGARU@yahoo.com","0750612760","6","71",4445
1926,"VARGA","Aureliana","F","Aureliana.VARGA@yahoo.com","0732867571","7","89",9324
1927,"TUDOSE","Estera","F","Estera.TUDOSE@gmail.com","0750189227","1","25",3567
1928,"MARIAN","Teodosia","F","Teodosia.MARIAN@yahoo.com","0782749515","8","78",5517
1929,"COSTACHE","Ivona","F","Ivona.COSTACHE@yahoo.com","0780483052","1","66",5627
1930,"DUMITRIU","Constanța","F","Constanța.DUMITRIU@gmail.com","0783114343","8","75",4514
1931,"DAMIAN","Fausta","F","Fausta.DAMIAN@yahoo.com","0757292771","5","15",2172
1932,"MIHAI","Ghenadie","M","Ghenadie.MIHAI@yahoo.com","0797394917","7","37",2599
1933,"LUCA","Sinică","M","Sinică.LUCA@gmail.com","0786727532","1","38",2847
1934,"MARGINEAN","Otilia","F","Otilia.MARGINEAN@yahoo.com","0780880451","1","3",2285
1935,"DAVID","Gențiana","F","Gențiana.DAVID@yahoo.com","0789112151","6","31",2003
1936,"GRIGORAS","Romeo","M","Romeo.GRIGORAS@gmail.com","0739073658","6","3",2308
1937,"RUS","Ilarie","M","Ilarie.RUS@gmail.com","0773514029","1","44",7465
1938,"OLARIU","Raul","M","Raul.OLARIU@yahoo.com","0766590935","6","11",2427
1939,"NEAMTU","Gherasim","M","Gherasim.NEAMTU@yahoo.com","0769642446","5","71",4400
1940,"VASILE","Dorin","M","Dorin.VASILE@yahoo.com","0702497406","4","71",4414
1941,"IANCU","Petrică","M","Petrică.IANCU@yahoo.com","0740001872","6","14",2402
1942,"PAVEL","Natașa","F","Natașa.PAVEL@yahoo.com","0754183874","2","58",4552
1943,"COSTACHE","Cezar","M","Cezar.COSTACHE@yahoo.com","0736621729","3","88",6065
1944,"DRAGHICI","Iosefina","F","Iosefina.DRAGHICI@yahoo.com","0769961063","7","34",2001
1945,"ALEXA","Grațian","M","Grațian.ALEXA@yahoo.com","0721940025","4","34",1995
1946,"MIU","Dinu","M","Dinu.MIU@yahoo.com","0714956493","8","79",4636
1947,"SIMIONESCU","Ovidiu","M","Ovidiu.SIMIONESCU@yahoo.com","0728874361","2","16",2687
1948,"GRIGORESCU","Miranda","F","Miranda.GRIGORESCU@gmail.com","0786085526","7","52",4309
1949,"STROE","Selina","F","Selina.STROE@yahoo.com","0795952342","4","58",4421
1950,"MARIAN","Carla","F","Carla.MARIAN@gmail.com","0786295047","8","5",2168
1951,"PIRVU","Marin","M","Marin.PIRVU@yahoo.com","0761027095","3","94",9331
1952,"NISTOR","Venera","F","Venera.NISTOR@yahoo.com","0732811635","6","71",4413
1953,"SAVU","Eva","F","Eva.SAVU@gmail.com","0720053828","8","53",6206
1954,"GAVRILA","Selina","F","Selina.GAVRILA@yahoo.com","0725699358","4","18",2446
1955,"PINTEA","Caius","M","Caius.PINTEA@gmail.com","0764051121","3","62",5261
1956,"TUDORACHE","Decebal","M","Decebal.TUDORACHE@yahoo.com","0735464427","7","61",4978
1957,"CRISTEA","Marcu","M","Marcu.CRISTEA@yahoo.com","0736952221","4","91",9747
1958,"CRISTESCU","Anda","F","Anda.CRISTESCU@gmail.com","0767261839","3","78",6552
1959,"PASCU","Filip","M","Filip.PASCU@yahoo.com","0740304234","2","4",2087
1960,"MILEA","Panagachie","M","Panagachie.MILEA@gmail.com","0702640828","1","40",5235
1961,"ISPAS","Elena","F","Elena.ISPAS@gmail.com","0758513369","1","16",2889
1962,"STOICA","Titus","M","Titus.STOICA@yahoo.com","0723175350","5","6",2186
1963,"DRAGOI","Reghina","F","Reghina.DRAGOI@yahoo.com","0733970251","1","21",3218
1964,"BARBU","Constantin","M","Constantin.BARBU@gmail.com","0771949977","7","90",7930
1965,"PAVEL","Matei","M","Matei.PAVEL@yahoo.com","0771997757","5","52",4490
1966,"DAVID","Petruț","M","Petruț.DAVID@gmail.com","0774575201","2","25",3266
1967,"STAN","Rafael","M","Rafael.STAN@gmail.com","0730371246","4","79",4640
1968,"TAMAS","Silvian","M","Silvian.TAMAS@yahoo.com","0748821680","1","84",9072
1969,"CRISTEA","Rodica","F","Rodica.CRISTEA@yahoo.com","0793793946","1","51",5798
1970,"BALINT","Glorița","F","Glorița.BALINT@yahoo.com","0798500859","2","5",2220
1971,"DAVID","Paulina","F","Paulina.DAVID@yahoo.com","0777968825","5","28",2720
1972,"BURLACU","Ioanina","F","Ioanina.BURLACU@yahoo.com","0750592455","6","5",2242
1973,"DOBRE","Amelia","F","Amelia.DOBRE@yahoo.com","0793897883","1","30",1997
1974,"PATRASCU","Livia","F","Livia.PATRASCU@yahoo.com","0789860771","5","72",6532
1975,"CORNEA","Carla","F","Carla.CORNEA@gmail.com","0738779817","3","62",5382
1976,"SOARE","Grațian","M","Grațian.SOARE@yahoo.com","0719841098","8","50",6111
1977,"GABOR","Natașa","F","Natașa.GABOR@yahoo.com","0760733997","3","16",2941
1978,"ALEXANDRESCU","Steluța","F","Steluța.ALEXANDRESCU@yahoo.com","0790980439","1","64",5886
1979,"MIHAILESCU","Vasile","M","Vasile.MIHAILESCU@yahoo.com","0746931026","3","93",7036
1980,"POP","Stelian","M","Stelian.POP@yahoo.com","0709071683","5","49",5636
1981,"BARBU","Andreea","F","Andreea.BARBU@yahoo.com","0710246119","6","53",6853
1982,"VASILESCU","Benone","M","Benone.VASILESCU@yahoo.com","0710612887","6","22",3120
1983,"TRANDAFIR","Teohari","M","Teohari.TRANDAFIR@yahoo.com","0787542190","7","80",3848
1984,"TUDORACHE","Sonia","F","Sonia.TUDORACHE@gmail.com","0787094583","1","76",6458
1985,"DIACONESCU","Anamaria","F","Anamaria.DIACONESCU@yahoo.com","0774937936","8","84",7046
1986,"MIHALACHE","Bogdan","M","Bogdan.MIHALACHE@yahoo.com","0796438931","2","54",3515
1987,"MIHAILA","Alexandra","F","Alexandra.MIHAILA@yahoo.com","0781878845","1","33",2213
1988,"ENE","Sever","M","Sever.ENE@yahoo.com","0795248394","1","57",5184
1989,"GHITA","Măriuca","F","Măriuca.GHITA@yahoo.com","0757890290","8","88",6065
1990,"VOICU","Melina","F","Melina.VOICU@yahoo.com","0782814538","6","64",5878
1991,"MIHALCEA","Arina","F","Arina.MIHALCEA@yahoo.com","0723597574","3","6",2181
1992,"MIHAILA","Augustin","M","Augustin.MIHAILA@yahoo.com","0756489091","6","77",4993
1993,"SZILAGYI","Teea","F","Teea.SZILAGYI@yahoo.com","0776792815","8","32",2343
1994,"BARBU","Aida","F","Aida.BARBU@yahoo.com","0744094806","7","90",7930
1995,"GRIGORESCU","Brăduț","M","Brăduț.GRIGORESCU@yahoo.com","0727484722","2","72",6887
1996,"MOCANU","Moise","M","Moise.MOCANU@yahoo.com","0720393981","2","41",4415
1997,"PIRVU","Elisabeta","F","Elisabeta.PIRVU@yahoo.com","0748671274","3","23",3330
1998,"SAVU","Demetra","F","Demetra.SAVU@yahoo.com","0793828151","7","7",2062
1999,"CIOBANU","Măriuca","F","Măriuca.CIOBANU@yahoo.com","0735111200","1","9",2329
2000,"RADOI","Ariana","F","Ariana.RADOI@yahoo.com","0701532494","1","40",7598
